work_id,keyword_id,keyword_name,keyword_score
https://openalex.org/W1541411786,https://openalex.org/keywords/free-space-optical-communication,Free-Space Optical Communication,0.608828
https://openalex.org/W1541411786,https://openalex.org/keywords/coherent-and-incoherent-systems,Coherent and Incoherent Systems,0.537638
https://openalex.org/W1541411786,https://openalex.org/keywords/channel-modeling,Channel Modeling,0.515277
https://openalex.org/W1541411786,https://openalex.org/keywords/underwater-optical-communication,Underwater Optical Communication,0.512424
https://openalex.org/W1549605810,https://openalex.org/keywords/case-study,Case Study,0.476072
https://openalex.org/W1561851477,https://openalex.org/keywords/community-perceptions,Community Perceptions,0.415609
https://openalex.org/W1562394605,https://openalex.org/keywords/urbanization,Urbanization,0.454767
https://openalex.org/W1566562994,https://openalex.org/keywords/facilities-management,Facilities Management,0.461799
https://openalex.org/W1567651357,https://openalex.org/keywords/case-study,Case Study,0.562755
https://openalex.org/W1567651357,https://openalex.org/keywords/evaluation,Evaluation,0.513525
https://openalex.org/W1569583838,https://openalex.org/keywords/evaluation,Evaluation,0.523
https://openalex.org/W1569837983,https://openalex.org/keywords/classroom-environment,Classroom Environment,0.575292
https://openalex.org/W1569837983,https://openalex.org/keywords/learning-spaces,Learning Spaces,0.54491
https://openalex.org/W1569837983,https://openalex.org/keywords/pedagogic-change,Pedagogic Change,0.505515
https://openalex.org/W1570112123,https://openalex.org/keywords/housing,Housing,0.417354
https://openalex.org/W1578218693,https://openalex.org/keywords/building-environmental-assessment,Building Environmental Assessment,0.520211
https://openalex.org/W1578218693,https://openalex.org/keywords/sustainable-construction,Sustainable Construction,0.515194
https://openalex.org/W1578218693,https://openalex.org/keywords/complexity-in-projects,Complexity in Projects,0.512242
https://openalex.org/W1584160439,https://openalex.org/keywords/architectural-design,Architectural Design,0.496055
https://openalex.org/W1584234769,https://openalex.org/keywords/construction,Construction,0.503389
https://openalex.org/W1584234769,https://openalex.org/keywords/sustainability-in-construction,Sustainability in Construction,0.501081
https://openalex.org/W1589124813,https://openalex.org/keywords/case-study,Case Study,0.433621
https://openalex.org/W1609799896,https://openalex.org/keywords/architectural-design,Architectural Design,0.516738
https://openalex.org/W1657298010,https://openalex.org/keywords/sustainability,Sustainability,0.403979
https://openalex.org/W1663653425,https://openalex.org/keywords/risk-perception,Risk Perception,0.457606
https://openalex.org/W1675793992,https://openalex.org/keywords/off-site-construction,Off-Site Construction,0.439328
https://openalex.org/W1681977635,https://openalex.org/keywords/complexity-in-projects,Complexity in Projects,0.572981
https://openalex.org/W1681977635,https://openalex.org/keywords/construction-projects,Construction Projects,0.572831
https://openalex.org/W1681977635,https://openalex.org/keywords/construction,Construction,0.53768
https://openalex.org/W1681977635,https://openalex.org/keywords/innovation-in-projects,Innovation in Projects,0.518225
https://openalex.org/W1681977635,https://openalex.org/keywords/lean-construction,Lean Construction,0.504402
https://openalex.org/W1684934948,https://openalex.org/keywords/community-perceptions,Community Perceptions,0.555165
https://openalex.org/W1710473437,https://openalex.org/keywords/complexity-in-projects,Complexity in Projects,0.533006
https://openalex.org/W1710473437,https://openalex.org/keywords/construction-projects,Construction Projects,0.507163
https://openalex.org/W1716878941,https://openalex.org/keywords/qualitative-research,Qualitative Research,0.414338
https://openalex.org/W1720666670,https://openalex.org/keywords/case-study,Case Study,0.414175
https://openalex.org/W1744735436,https://openalex.org/keywords/environmental-education,Environmental Education,0.593469
https://openalex.org/W1744735436,https://openalex.org/keywords/environmental-noise,Environmental Noise,0.552644
https://openalex.org/W1744735436,https://openalex.org/keywords/environmental-quality,Environmental Quality,0.512331
https://openalex.org/W1744735436,https://openalex.org/keywords/urban-soundscapes,Urban Soundscapes,0.511381
https://openalex.org/W1744735436,https://openalex.org/keywords/eco-friendly-practices,Eco-friendly Practices,0.504814
https://openalex.org/W1746150959,https://openalex.org/keywords/qualitative-research,Qualitative Research,0.435129
https://openalex.org/W1752830664,https://openalex.org/keywords/design,Design,0.477249
https://openalex.org/W1765231773,https://openalex.org/keywords/iot-integration,IoT Integration,0.429772
https://openalex.org/W1812522471,https://openalex.org/keywords/qualitative-research,Qualitative Research,0.421495
https://openalex.org/W1826153894,https://openalex.org/keywords/bim,BIM,0.565612
https://openalex.org/W1841314618,https://openalex.org/keywords/complexity-in-projects,Complexity in Projects,0.527571
https://openalex.org/W1841314618,https://openalex.org/keywords/innovation-in-projects,Innovation in Projects,0.501323
https://openalex.org/W1921377361,https://openalex.org/keywords/defect-detection,Defect Detection,0.440483
https://openalex.org/W1925909108,https://openalex.org/keywords/complexity-in-projects,Complexity in Projects,0.599022
https://openalex.org/W1925909108,https://openalex.org/keywords/innovation-in-projects,Innovation in Projects,0.596892
https://openalex.org/W1925909108,https://openalex.org/keywords/case-study,Case Study,0.551556
https://openalex.org/W1925909108,https://openalex.org/keywords/project-success,Project Success,0.52851
https://openalex.org/W1925909108,https://openalex.org/keywords/construction-projects,Construction Projects,0.501229
https://openalex.org/W1939317991,https://openalex.org/keywords/ethical-values,Ethical Values,0.42559
https://openalex.org/W1957397144,https://openalex.org/keywords/case-study,Case Study,0.441612
https://openalex.org/W2096566414,https://openalex.org/keywords/energy-simulation,Energy Simulation,0.585373
https://openalex.org/W2096566414,https://openalex.org/keywords/energy-efficiency,Energy Efficiency,0.537442
https://openalex.org/W2096566414,https://openalex.org/keywords/building-energy-consumption,Building Energy Consumption,0.519571
https://openalex.org/W2096566414,https://openalex.org/keywords/building-performance,Building Performance,0.504469
https://openalex.org/W2103548795,https://openalex.org/keywords/case-study,Case Study,0.492957
https://openalex.org/W2128700301,https://openalex.org/keywords/urban-morphology,Urban Morphology,0.533084
https://openalex.org/W2128700301,https://openalex.org/keywords/community-perceptions,Community Perceptions,0.52998
https://openalex.org/W2128700301,https://openalex.org/keywords/spatial-analysis,Spatial Analysis,0.514137
https://openalex.org/W2128700301,https://openalex.org/keywords/spatial-cognition,Spatial Cognition,0.50625
https://openalex.org/W2149499414,https://openalex.org/keywords/case-study,Case Study,0.44709
https://openalex.org/W2171191788,https://openalex.org/keywords/architectural-design,Architectural Design,0.50118
https://openalex.org/W2172301008,https://openalex.org/keywords/arborization,Arborization,0.496709
https://openalex.org/W2173387391,https://openalex.org/keywords/research-methods,Research Methods,0.47048
https://openalex.org/W2176881604,https://openalex.org/keywords/complexity-in-projects,Complexity in Projects,0.509441
https://openalex.org/W2176881604,https://openalex.org/keywords/lean-manufacturing,Lean Manufacturing,0.507631
https://openalex.org/W2180063525,https://openalex.org/keywords/floristic-analysis,Floristic Analysis,0.449684
https://openalex.org/W2180467654,https://openalex.org/keywords/hospital-waste,hospital waste,0.434624
https://openalex.org/W2218614359,https://openalex.org/keywords/building-environmental-assessment,Building Environmental Assessment,0.59902
https://openalex.org/W2218614359,https://openalex.org/keywords/environmental-assessment-tools,Environmental Assessment Tools,0.539766
https://openalex.org/W2218614359,https://openalex.org/keywords/sustainable-construction,Sustainable Construction,0.502649
https://openalex.org/W2218614359,https://openalex.org/keywords/environmental-impacts,Environmental Impacts,0.500311
https://openalex.org/W2253597992,https://openalex.org/keywords/spatial-planning,Spatial Planning,0.406634
https://openalex.org/W2255606751,https://openalex.org/keywords/space-semantics,Space Semantics,0.506421
https://openalex.org/W2262739791,https://openalex.org/keywords/cognitive-maps,Cognitive Maps,0.488224
https://openalex.org/W2273180145,https://openalex.org/keywords/construction,Construction,0.443356
https://openalex.org/W2276096574,https://openalex.org/keywords/territoriality,Territoriality,0.431321
https://openalex.org/W2295256950,https://openalex.org/keywords/sustainability,Sustainability,0.453724
https://openalex.org/W2496038915,https://openalex.org/keywords/architectural-geometry,Architectural Geometry,0.511068
https://openalex.org/W2496038915,https://openalex.org/keywords/architecture,Architecture,0.510403
https://openalex.org/W4387998080,https://openalex.org/keywords/iot-integration,IoT Integration,0.516042
https://openalex.org/W4387998107,https://openalex.org/keywords/community-participation,Community Participation,0.525735
https://openalex.org/W4387998109,https://openalex.org/keywords/prototyping,Prototyping,0.457901
https://openalex.org/W4387998113,https://openalex.org/keywords/building-performance,Building Performance,0.582385
https://openalex.org/W4387998113,https://openalex.org/keywords/energy-efficiency,Energy Efficiency,0.566499
https://openalex.org/W4387998113,https://openalex.org/keywords/building-energy-consumption,Building Energy Consumption,0.562081
https://openalex.org/W4387998113,https://openalex.org/keywords/building-environmental-assessment,Building Environmental Assessment,0.532222
https://openalex.org/W4387998113,https://openalex.org/keywords/sustainable-buildings,Sustainable Buildings,0.507142
https://openalex.org/W4387998131,https://openalex.org/keywords/qualitative-research,Qualitative Research,0.408233
https://openalex.org/W4387998150,https://openalex.org/keywords/green-areas,Green Areas,0.455728
https://openalex.org/W4387998176,https://openalex.org/keywords/digital-heritage,Digital Heritage,0.492028
https://openalex.org/W4387998208,https://openalex.org/keywords/integrated-assessment,Integrated Assessment,0.504333
https://openalex.org/W4388177711,https://openalex.org/keywords/educational-design,Educational Design,0.543736
https://openalex.org/W4388177711,https://openalex.org/keywords/classroom-environment,Classroom Environment,0.518489
https://openalex.org/W4388177779,https://openalex.org/keywords/bim,BIM,0.508718
https://openalex.org/W4388177911,https://openalex.org/keywords/urban-soundscapes,Urban Soundscapes,0.513566
https://openalex.org/W4388177911,https://openalex.org/keywords/traffic-noise,Traffic Noise,0.512462
https://openalex.org/W4388177911,https://openalex.org/keywords/environmental-noise,Environmental Noise,0.504737
https://openalex.org/W4388177937,https://openalex.org/keywords/urban-sustainability-indicators,Urban Sustainability Indicators,0.486319
https://openalex.org/W4388178175,https://openalex.org/keywords/information-science,Information Science,0.491723
https://openalex.org/W4388178203,https://openalex.org/keywords/floristic-analysis,Floristic Analysis,0.422072
https://openalex.org/W4388178282,https://openalex.org/keywords/social-participation,Social Participation,0.457661
https://openalex.org/W4388178485,https://openalex.org/keywords/eco-friendly-practices,Eco-friendly Practices,0.460927
https://openalex.org/W4388178490,https://openalex.org/keywords/bim,BIM,0.579066
https://openalex.org/W4388178607,https://openalex.org/keywords/architectural-design,Architectural Design,0.469466
https://openalex.org/W4388178654,https://openalex.org/keywords/arborization,Arborization,0.449102
https://openalex.org/W4388178702,https://openalex.org/keywords/immersive-simulations,Immersive Simulations,0.588294
https://openalex.org/W4291007876,https://openalex.org/keywords/astronomical-data-analysis,Astronomical Data Analysis,0.477382
https://openalex.org/W165729550,https://openalex.org/keywords/neurotoxicity,Neurotoxicity,0.454938
https://openalex.org/W1548226656,https://openalex.org/keywords/cultural-discourses,Cultural Discourses,0.595236
https://openalex.org/W3015454539,https://openalex.org/keywords/vibrational-spectroscopy,Vibrational Spectroscopy,0.528602
https://openalex.org/W1507299312,https://openalex.org/keywords/bilingualism,Bilingualism,0.503242
https://openalex.org/W1589124316,https://openalex.org/keywords/globalization,Globalization,0.476724
https://openalex.org/W2259622132,https://openalex.org/keywords/innovations,Innovations,0.527467
https://openalex.org/W2395082113,https://openalex.org/keywords/parapneumonic-effusions,Parapneumonic Effusions,0.492224
https://openalex.org/W2408227615,https://openalex.org/keywords/treatment,Treatment,0.464837
https://openalex.org/W2414723556,https://openalex.org/keywords/ankylosing-spondylitis,Ankylosing Spondylitis,0.622212
https://openalex.org/W2414723556,https://openalex.org/keywords/treatment-recommendations,Treatment Recommendations,0.540282
https://openalex.org/W2414723556,https://openalex.org/keywords/clinical-outcomes,Clinical Outcomes,0.500316
https://openalex.org/W92224035,https://openalex.org/keywords/harmonization,Harmonization,0.465276
https://openalex.org/W1572465645,https://openalex.org/keywords/productivity,Productivity,0.577531
https://openalex.org/W1572465645,https://openalex.org/keywords/productivity-growth,Productivity Growth,0.550153
https://openalex.org/W2891479095,https://openalex.org/keywords/market-structure,Market Structure,0.444666
https://openalex.org/W3084007859,https://openalex.org/keywords/informed-consent,Informed Consent,0.436613
https://openalex.org/W2900660963,https://openalex.org/keywords/seagrasses,Seagrasses,0.501512
https://openalex.org/W2153658411,https://openalex.org/keywords/hybrid-organic-inorganic-materials,Hybrid Organic-Inorganic Materials,0.478679
https://openalex.org/W2153645473,https://openalex.org/keywords/reynolds-number-scaling,Reynolds Number Scaling,0.529206
https://openalex.org/W3013084871,https://openalex.org/keywords/media-framing,Media Framing,0.530921
https://openalex.org/W3013084871,https://openalex.org/keywords/mediatization,Mediatization,0.524146
https://openalex.org/W3013084871,https://openalex.org/keywords/content-analysis,Content Analysis,0.51884
https://openalex.org/W3013084871,https://openalex.org/keywords/news-media,News Media,0.513028
https://openalex.org/W2986007051,https://openalex.org/keywords/chemical-transport-model,Chemical Transport Model,0.525464
https://openalex.org/W2986007051,https://openalex.org/keywords/stratospheric-water-vapor,Stratospheric Water Vapor,0.519567
https://openalex.org/W2183203490,https://openalex.org/keywords/work-engagement,Work Engagement,0.574491
https://openalex.org/W2183203490,https://openalex.org/keywords/job-satisfaction,Job Satisfaction,0.565737
https://openalex.org/W2183203490,https://openalex.org/keywords/cultural-sensitivity,Cultural Sensitivity,0.534345
https://openalex.org/W2183203490,https://openalex.org/keywords/organizational-behavior,Organizational Behavior,0.527655
https://openalex.org/W2183203490,https://openalex.org/keywords/emotional-intelligence,Emotional Intelligence,0.524125
https://openalex.org/W609570150,https://openalex.org/keywords/rice-fish-farming,Rice-Fish Farming,0.447194
https://openalex.org/W2979329181,https://openalex.org/keywords/neural-machine-translation,Neural Machine Translation,0.70785
https://openalex.org/W2979329181,https://openalex.org/keywords/multilingual-neural-machine-translation,Multilingual Neural Machine Translation,0.703579
https://openalex.org/W2979329181,https://openalex.org/keywords/statistical-machine-translation,Statistical Machine Translation,0.684333
https://openalex.org/W2979329181,https://openalex.org/keywords/syntax-based-translation-models,Syntax-based Translation Models,0.621549
https://openalex.org/W2979329181,https://openalex.org/keywords/language-modeling,Language Modeling,0.595923
https://openalex.org/W2153685519,https://openalex.org/keywords/creativity,Creativity,0.76061
https://openalex.org/W2153685519,https://openalex.org/keywords/creative-thinking,Creative Thinking,0.690392
https://openalex.org/W2153685519,https://openalex.org/keywords/arts-education,Arts Education,0.629925
https://openalex.org/W2153685519,https://openalex.org/keywords/education,Education,0.615089
https://openalex.org/W2153685519,https://openalex.org/keywords/aesthetic-education,Aesthetic Education,0.590217
https://openalex.org/W2289336270,https://openalex.org/keywords/crustal-structure,Crustal Structure,0.447816
https://openalex.org/W91114109,https://openalex.org/keywords/ethics,Ethics,0.551659
https://openalex.org/W91114109,https://openalex.org/keywords/qualitative-research,Qualitative Research,0.515007
https://openalex.org/W2153676128,https://openalex.org/keywords/cotton-genomics,Cotton Genomics,0.506084
https://openalex.org/W2293254518,https://openalex.org/keywords/computation,Computation,0.47533
https://openalex.org/W125771948,https://openalex.org/keywords/economic-growth,Economic Growth,0.560113
https://openalex.org/W125771948,https://openalex.org/keywords/government-expenditure,Government Expenditure,0.525924
https://openalex.org/W2153665422,https://openalex.org/keywords/uv-leds,UV LEDs,0.506729
https://openalex.org/W322287843,https://openalex.org/keywords/taurine,Taurine,0.535129
https://openalex.org/W1583084343,https://openalex.org/keywords/labor-conditions,Labor Conditions,0.536642
https://openalex.org/W1596408922,https://openalex.org/keywords/adaptive-immunity,Adaptive Immunity,0.485853
https://openalex.org/W2294257114,https://openalex.org/keywords/youth-leadership-development,Youth Leadership Development,0.537907
https://openalex.org/W313544333,https://openalex.org/keywords/information-literacy,Information Literacy,0.721346
https://openalex.org/W313544333,https://openalex.org/keywords/digital-literacy,Digital Literacy,0.70589
https://openalex.org/W313544333,https://openalex.org/keywords/public-libraries,Public Libraries,0.693526
https://openalex.org/W313544333,https://openalex.org/keywords/academic-libraries,Academic Libraries,0.685861
https://openalex.org/W313544333,https://openalex.org/keywords/library-services,Library Services,0.675071
https://openalex.org/W1800405252,https://openalex.org/keywords/environmental-sound-recognition,Environmental Sound Recognition,0.668736
https://openalex.org/W1800405252,https://openalex.org/keywords/audio-visual-speech-recognition,Audio-Visual Speech Recognition,0.666723
https://openalex.org/W1800405252,https://openalex.org/keywords/audio-signal-classification,Audio Signal Classification,0.653527
https://openalex.org/W1800405252,https://openalex.org/keywords/audio-event-detection,Audio Event Detection,0.646994
https://openalex.org/W1800405252,https://openalex.org/keywords/noise-reduction,Noise Reduction,0.611083
https://openalex.org/W3049416789,https://openalex.org/keywords/fish-population-dynamics,Fish Population Dynamics,0.485275
https://openalex.org/W260714167,https://openalex.org/keywords/reflective-practice,Reflective Practice,0.610395
https://openalex.org/W260714167,https://openalex.org/keywords/culturally-responsive-teaching,Culturally Responsive Teaching,0.593917
https://openalex.org/W260714167,https://openalex.org/keywords/technology-integration,Technology Integration,0.53666
https://openalex.org/W260714167,https://openalex.org/keywords/professional-learning-communities,Professional Learning Communities,0.522322
https://openalex.org/W260714167,https://openalex.org/keywords/teacher-identity,Teacher Identity,0.514138
https://openalex.org/W3048002409,https://openalex.org/keywords/ultrasound-assisted-crystallization,Ultrasound-Assisted Crystallization,0.522212
https://openalex.org/W3048002409,https://openalex.org/keywords/crystallization,Crystallization,0.521664
https://openalex.org/W316957821,https://openalex.org/keywords/tree-height-diameter-models,Tree Height-Diameter Models,0.519812
https://openalex.org/W316957821,https://openalex.org/keywords/tree-allometry,Tree Allometry,0.510123
https://openalex.org/W70311969,https://openalex.org/keywords/vocational-education,Vocational Education,0.537962
https://openalex.org/W70311969,https://openalex.org/keywords/rural-and-regional-education,Rural and Regional Education,0.511637
https://openalex.org/W70311969,https://openalex.org/keywords/employment-patterns,Employment Patterns,0.506786
https://openalex.org/W2362707399,https://openalex.org/keywords/probabilistic-fatigue-life-prediction,Probabilistic Fatigue Life Prediction,0.553557
