a_id,countries
https://openalex.org/A5000182230,['']
https://openalex.org/A5000183739,['']
https://openalex.org/A5000183957,['']
https://openalex.org/A5000184793,['']
https://openalex.org/A5000185314,['']
https://openalex.org/A5000185642,['']
https://openalex.org/A5000185774,['']
https://openalex.org/A5000187604,['']
https://openalex.org/A5000188777,['']
https://openalex.org/A5000190898,['']
https://openalex.org/A5000191109,['']
https://openalex.org/A5000194487,['']
https://openalex.org/A5000196082,['']
https://openalex.org/A5000196546,['']
https://openalex.org/A5000196799,['']
https://openalex.org/A5000197989,['']
https://openalex.org/A5000199465,['']
https://openalex.org/A5000199595,['']
https://openalex.org/A5000202591,['']
https://openalex.org/A5000202948,['']
https://openalex.org/A5000203170,['']
https://openalex.org/A5000203340,['']
https://openalex.org/A5000203565,['']
https://openalex.org/A5000203800,['']
https://openalex.org/A5000204910,['']
https://openalex.org/A5000205934,['']
https://openalex.org/A5000207282,['']
https://openalex.org/A5000210301,['']
https://openalex.org/A5000210862,['']
https://openalex.org/A5000212282,['']
https://openalex.org/A5000212586,['']
https://openalex.org/A5000212624,['']
https://openalex.org/A5000213156,['']
https://openalex.org/A5000213503,['']
https://openalex.org/A5000213829,['']
https://openalex.org/A5000213915,['']
https://openalex.org/A5000216067,['']
https://openalex.org/A5000216988,['']
https://openalex.org/A5000217383,['']
https://openalex.org/A5000217483,['']
https://openalex.org/A5000217507,['']
https://openalex.org/A5000217684,['']
https://openalex.org/A5000218104,['']
https://openalex.org/A5000218951,['']
https://openalex.org/A5000219339,['']
https://openalex.org/A5000221664,['']
https://openalex.org/A5000222642,['']
https://openalex.org/A5000224859,['']
https://openalex.org/A5000225140,['']
https://openalex.org/A5000225175,['']
https://openalex.org/A5000225526,['']
https://openalex.org/A5000225743,['']
https://openalex.org/A5000225810,['']
https://openalex.org/A5000226143,['']
https://openalex.org/A5000226864,['']
https://openalex.org/A5000227877,['']
https://openalex.org/A5000230295,['']
https://openalex.org/A5000231255,['']
https://openalex.org/A5000231259,['']
https://openalex.org/A5000231462,['']
https://openalex.org/A5000232403,['']
https://openalex.org/A5000232479,['']
https://openalex.org/A5000233446,['']
https://openalex.org/A5000234203,['']
https://openalex.org/A5000234422,['']
https://openalex.org/A5000234578,['']
https://openalex.org/A5000234725,['']
https://openalex.org/A5000235125,['']
https://openalex.org/A5000236244,['']
https://openalex.org/A5000236426,['']
https://openalex.org/A5000237543,['']
https://openalex.org/A5000238160,['']
https://openalex.org/A5000239689,['']
https://openalex.org/A5000239958,['']
https://openalex.org/A5000239960,['']
https://openalex.org/A5000240477,['']
https://openalex.org/A5000240656,['']
https://openalex.org/A5000240976,['']
https://openalex.org/A5000244397,['']
https://openalex.org/A5000247439,['']
https://openalex.org/A5000247605,['']
https://openalex.org/A5000248728,['']
https://openalex.org/A5000251048,['']
https://openalex.org/A5000252302,['']
https://openalex.org/A5000252471,['']
https://openalex.org/A5000252835,['']
https://openalex.org/A5000253610,['']
https://openalex.org/A5000254310,['']
https://openalex.org/A5000255919,['']
https://openalex.org/A5000256367,['']
https://openalex.org/A5000258541,['']
https://openalex.org/A5000259127,['']
https://openalex.org/A5000259894,['']
https://openalex.org/A5000260172,['']
https://openalex.org/A5000260771,['']
https://openalex.org/A5000260910,['']
https://openalex.org/A5000260940,['']
https://openalex.org/A5000261172,"[""'BR'""]"
https://openalex.org/A5000261399,['']
https://openalex.org/A5000261792,['']
https://openalex.org/A5000262154,['']
https://openalex.org/A5000262222,['']
https://openalex.org/A5000265042,['']
https://openalex.org/A5000266336,['']
https://openalex.org/A5000266484,['']
https://openalex.org/A5000267661,['']
https://openalex.org/A5000268764,['']
https://openalex.org/A5000269418,['']
https://openalex.org/A5000270073,['']
https://openalex.org/A5000270156,['']
https://openalex.org/A5000271247,['']
https://openalex.org/A5000271281,['']
https://openalex.org/A5000271879,['']
https://openalex.org/A5000272457,['']
https://openalex.org/A5000272568,"[""'ID'""]"
https://openalex.org/A5000273197,['']
https://openalex.org/A5000273272,"[""'JP'""]"
https://openalex.org/A5000273309,['']
https://openalex.org/A5000273797,['']
https://openalex.org/A5000274997,['']
https://openalex.org/A5000275313,['']
https://openalex.org/A5000276445,['']
https://openalex.org/A5000276577,['']
https://openalex.org/A5000276651,['']
https://openalex.org/A5000277073,['']
https://openalex.org/A5000277141,['']
https://openalex.org/A5000277626,['']
https://openalex.org/A5000278942,['']
https://openalex.org/A5000280766,['']
https://openalex.org/A5000281347,['']
https://openalex.org/A5000282057,"[""'NL'""]"
https://openalex.org/A5000285000,['']
https://openalex.org/A5000285746,['']
https://openalex.org/A5000286291,['']
https://openalex.org/A5000286408,['']
https://openalex.org/A5000287392,['']
https://openalex.org/A5000288734,['']
https://openalex.org/A5000289984,['']
https://openalex.org/A5000291116,['']
https://openalex.org/A5000291622,['']
https://openalex.org/A5000291652,['']
https://openalex.org/A5000293120,['']
https://openalex.org/A5000293741,['']
https://openalex.org/A5000293916,['']
https://openalex.org/A5000294668,['']
https://openalex.org/A5000295265,['']
https://openalex.org/A5000295790,['']
https://openalex.org/A5000295817,"[""'FR'""]"
https://openalex.org/A5000296310,['']
https://openalex.org/A5000296697,['']
https://openalex.org/A5000296992,['']
https://openalex.org/A5000297129,['']
https://openalex.org/A5000298684,['']
https://openalex.org/A5000299033,['']
https://openalex.org/A5000300591,['']
https://openalex.org/A5000300959,['']
https://openalex.org/A5000302857,['']
https://openalex.org/A5000304943,['']
https://openalex.org/A5000305098,['']
https://openalex.org/A5000305747,['']
https://openalex.org/A5000306679,['']
https://openalex.org/A5000308256,['']
https://openalex.org/A5000308788,['']
https://openalex.org/A5000309419,['']
https://openalex.org/A5000310950,['']
https://openalex.org/A5000312022,['']
https://openalex.org/A5000312094,['']
https://openalex.org/A5000312220,['']
https://openalex.org/A5000312389,['']
https://openalex.org/A5000312713,['']
https://openalex.org/A5000314107,"[""'SE'""]"
https://openalex.org/A5000314350,['']
https://openalex.org/A5000316086,['']
https://openalex.org/A5000316850,['']
https://openalex.org/A5000316948,['']
https://openalex.org/A5000317364,['']
https://openalex.org/A5000317525,['']
https://openalex.org/A5000318708,['']
https://openalex.org/A5000319124,['']
https://openalex.org/A5000319840,['']
https://openalex.org/A5000319897,['']
https://openalex.org/A5000319948,['']
https://openalex.org/A5000321005,['']
https://openalex.org/A5000321416,['']
https://openalex.org/A5000321754,['']
https://openalex.org/A5000322309,['']
https://openalex.org/A5000323091,['']
https://openalex.org/A5000323357,['']
https://openalex.org/A5000325077,['']
https://openalex.org/A5000327415,['']
https://openalex.org/A5000328681,['']
https://openalex.org/A5000329703,['']
https://openalex.org/A5000330116,['']
https://openalex.org/A5000330632,['']
https://openalex.org/A5000332741,['']
https://openalex.org/A5000333080,['']
https://openalex.org/A5000333347,['']
https://openalex.org/A5000333680,['']
https://openalex.org/A5000333721,['']
https://openalex.org/A5000335224,['']
https://openalex.org/A5000337563,['']
https://openalex.org/A5000337754,['']
https://openalex.org/A5000338023,['']
https://openalex.org/A5000338229,['']
https://openalex.org/A5000338891,['']
https://openalex.org/A5000339163,['']
https://openalex.org/A5000339912,['']
https://openalex.org/A5000339978,['']
https://openalex.org/A5000340160,['']
https://openalex.org/A5000340390,['']
https://openalex.org/A5000341147,['']
https://openalex.org/A5000341383,['']
https://openalex.org/A5000342264,['']
https://openalex.org/A5000343278,['']
https://openalex.org/A5000344507,['']
https://openalex.org/A5000344725,['']
https://openalex.org/A5000345762,"[""'CH'""]"
https://openalex.org/A5000346265,['']
https://openalex.org/A5000347037,['']
https://openalex.org/A5000347488,['']
https://openalex.org/A5000348203,['']
https://openalex.org/A5000348934,['']
https://openalex.org/A5000349449,['']
https://openalex.org/A5000349526,['']
https://openalex.org/A5000350779,['']
https://openalex.org/A5000350781,['']
https://openalex.org/A5000350962,['']
https://openalex.org/A5000351664,['']
https://openalex.org/A5000352666,['']
https://openalex.org/A5000353041,['']
https://openalex.org/A5000353539,['']
https://openalex.org/A5000354172,['']
https://openalex.org/A5000354735,['']
https://openalex.org/A5000356089,['']
https://openalex.org/A5000356334,['']
https://openalex.org/A5000357741,"[""'CA', 'FR'""]"
https://openalex.org/A5000357911,['']
https://openalex.org/A5000358141,['']
https://openalex.org/A5000358308,['']
https://openalex.org/A5000360994,['']
https://openalex.org/A5000362271,['']
https://openalex.org/A5000362580,['']
https://openalex.org/A5000363206,['']
https://openalex.org/A5000363911,['']
https://openalex.org/A5000364140,['']
https://openalex.org/A5000364353,['']
https://openalex.org/A5000365254,['']
https://openalex.org/A5000366422,['']
https://openalex.org/A5000367451,['']
https://openalex.org/A5000369507,['']
https://openalex.org/A5000370015,['']
https://openalex.org/A5000370160,['']
https://openalex.org/A5000370173,['']
https://openalex.org/A5000370486,['']
https://openalex.org/A5000370571,['']
https://openalex.org/A5000370699,['']
https://openalex.org/A5000370835,['']
https://openalex.org/A5000371155,['']
https://openalex.org/A5000372532,['']
https://openalex.org/A5000375109,['']
https://openalex.org/A5000375240,['']
https://openalex.org/A5000376421,['']
https://openalex.org/A5000377797,['']
https://openalex.org/A5000378438,['']
https://openalex.org/A5000378683,['']
https://openalex.org/A5000379775,['']
https://openalex.org/A5000380934,"[""'CH'""]"
https://openalex.org/A5000382636,['']
https://openalex.org/A5000382712,['']
https://openalex.org/A5000384936,['']
https://openalex.org/A5000385308,['']
https://openalex.org/A5000387389,['']
https://openalex.org/A5000387513,['']
https://openalex.org/A5000387590,['']
https://openalex.org/A5000387682,['']
https://openalex.org/A5000388037,['']
https://openalex.org/A5000388248,['']
https://openalex.org/A5000389373,['']
https://openalex.org/A5000390002,['']
https://openalex.org/A5000390529,['']
https://openalex.org/A5000390745,['']
https://openalex.org/A5000391768,['']
https://openalex.org/A5000392980,['']
https://openalex.org/A5000394613,['']
https://openalex.org/A5000394976,['']
https://openalex.org/A5000395378,['']
https://openalex.org/A5000395759,['']
https://openalex.org/A5000396842,['']
https://openalex.org/A5000398267,['']
https://openalex.org/A5000398690,['']
https://openalex.org/A5000398757,['']
https://openalex.org/A5000398934,['']
https://openalex.org/A5000399008,['']
https://openalex.org/A5000399052,['']
https://openalex.org/A5000401043,['']
https://openalex.org/A5000403641,['']
https://openalex.org/A5000403755,['']
https://openalex.org/A5000403994,['']
https://openalex.org/A5000404456,['']
https://openalex.org/A5000404607,['']
https://openalex.org/A5000405351,['']
https://openalex.org/A5000405737,['']
https://openalex.org/A5000406585,['']
https://openalex.org/A5000406733,['']
https://openalex.org/A5000407561,['']
https://openalex.org/A5000407661,['']
https://openalex.org/A5000408253,['']
https://openalex.org/A5000408266,['']
https://openalex.org/A5000408430,['']
https://openalex.org/A5000408797,['']
https://openalex.org/A5000409846,['']
https://openalex.org/A5000410478,['']
https://openalex.org/A5000410524,['']
https://openalex.org/A5000411120,['']
https://openalex.org/A5000411785,['']
https://openalex.org/A5000411830,['']
https://openalex.org/A5000412049,['']
https://openalex.org/A5000412308,['']
https://openalex.org/A5000412682,['']
https://openalex.org/A5000414239,['']
https://openalex.org/A5000414997,['']
https://openalex.org/A5000416110,['']
https://openalex.org/A5000416317,['']
https://openalex.org/A5000416337,['']
https://openalex.org/A5000417310,['']
https://openalex.org/A5000419638,['']
https://openalex.org/A5000419907,['']
https://openalex.org/A5000419992,['']
https://openalex.org/A5000420480,['']
https://openalex.org/A5000422222,['']
https://openalex.org/A5000422705,['']
https://openalex.org/A5000422910,['']
https://openalex.org/A5000422994,['']
https://openalex.org/A5000424798,['']
https://openalex.org/A5000425539,['']
https://openalex.org/A5000426001,"[""'FR'""]"
https://openalex.org/A5000428414,['']
https://openalex.org/A5000429804,['']
https://openalex.org/A5000430276,['']
https://openalex.org/A5000431354,['']
https://openalex.org/A5000432239,['']
https://openalex.org/A5000432254,['']
https://openalex.org/A5000432703,['']
https://openalex.org/A5000433807,['']
https://openalex.org/A5000435074,['']
https://openalex.org/A5000437620,['']
https://openalex.org/A5000438618,['']
https://openalex.org/A5000439325,['']
https://openalex.org/A5000439631,['']
https://openalex.org/A5000439647,['']
https://openalex.org/A5000439886,['']
https://openalex.org/A5000441082,['']
https://openalex.org/A5000442076,['']
https://openalex.org/A5000442225,['']
https://openalex.org/A5000442871,['']
https://openalex.org/A5000442905,['']
https://openalex.org/A5000444185,['']
https://openalex.org/A5000444281,['']
https://openalex.org/A5000445510,['']
https://openalex.org/A5000447304,['']
https://openalex.org/A5000448812,['']
https://openalex.org/A5000449816,['']
https://openalex.org/A5000449900,['']
https://openalex.org/A5000450397,['']
https://openalex.org/A5000450868,"[""'IE'""]"
https://openalex.org/A5000452097,['']
https://openalex.org/A5000452886,['']
https://openalex.org/A5000454573,['']
https://openalex.org/A5000455539,['']
https://openalex.org/A5000456162,['']
https://openalex.org/A5000456441,['']
https://openalex.org/A5000456780,['']
https://openalex.org/A5000456846,['']
https://openalex.org/A5000457261,['']
https://openalex.org/A5000458147,['']
https://openalex.org/A5000458273,['']
https://openalex.org/A5000459440,['']
https://openalex.org/A5000460083,['']
https://openalex.org/A5000460280,['']
https://openalex.org/A5000461512,['']
https://openalex.org/A5000461666,['']
https://openalex.org/A5000461683,['']
https://openalex.org/A5000461923,['']
https://openalex.org/A5000462068,['']
https://openalex.org/A5000462698,['']
https://openalex.org/A5000462863,['']
https://openalex.org/A5000464476,['']
https://openalex.org/A5000465284,['']
https://openalex.org/A5000465988,['']
https://openalex.org/A5000466097,['']
https://openalex.org/A5000467128,['']
https://openalex.org/A5000467513,['']
https://openalex.org/A5000469761,['']
https://openalex.org/A5000470051,['']
https://openalex.org/A5000470328,['']
https://openalex.org/A5000471073,['']
https://openalex.org/A5000471137,['']
https://openalex.org/A5000473008,['']
https://openalex.org/A5000473299,['']
https://openalex.org/A5000474250,['']
https://openalex.org/A5000474512,['']
https://openalex.org/A5000475065,['']
https://openalex.org/A5000475158,['']
https://openalex.org/A5000475176,['']
https://openalex.org/A5000475377,['']
https://openalex.org/A5000475726,['']
https://openalex.org/A5000476032,['']
https://openalex.org/A5000477069,['']
https://openalex.org/A5000477379,['']
https://openalex.org/A5000478969,['']
https://openalex.org/A5000480095,['']
https://openalex.org/A5000482974,['']
https://openalex.org/A5000483446,['']
https://openalex.org/A5000484293,['']
https://openalex.org/A5000484929,['']
https://openalex.org/A5000485105,['']
https://openalex.org/A5000485518,['']
https://openalex.org/A5000485838,['']
https://openalex.org/A5000485963,['']
https://openalex.org/A5000486151,['']
https://openalex.org/A5000486189,['']
https://openalex.org/A5000486231,['']
https://openalex.org/A5000486293,['']
https://openalex.org/A5000486372,['']
https://openalex.org/A5000486409,['']
https://openalex.org/A5000486758,['']
https://openalex.org/A5000487716,['']
https://openalex.org/A5000489140,['']
https://openalex.org/A5000490520,['']
https://openalex.org/A5000491408,['']
https://openalex.org/A5000491884,['']
https://openalex.org/A5000492054,['']
https://openalex.org/A5000492447,['']
https://openalex.org/A5000493408,['']
https://openalex.org/A5000493455,['']
https://openalex.org/A5000494409,['']
https://openalex.org/A5000496170,['']
https://openalex.org/A5000496575,['']
https://openalex.org/A5000496656,['']
https://openalex.org/A5000497689,['']
https://openalex.org/A5000498127,"[""'FR'""]"
https://openalex.org/A5000498524,['']
https://openalex.org/A5000498707,['']
https://openalex.org/A5000499483,['']
https://openalex.org/A5000499516,['']
https://openalex.org/A5000499880,['']
https://openalex.org/A5000501255,['']
https://openalex.org/A5000501875,['']
https://openalex.org/A5000502845,['']
https://openalex.org/A5000504963,['']
https://openalex.org/A5000505227,['']
https://openalex.org/A5000505999,['']
https://openalex.org/A5000506004,['']
https://openalex.org/A5000506272,['']
https://openalex.org/A5000506919,['']
https://openalex.org/A5000508131,['']
https://openalex.org/A5000509766,['']
https://openalex.org/A5000511004,['']
https://openalex.org/A5000511249,['']
https://openalex.org/A5000511341,['']
https://openalex.org/A5000515972,['']
https://openalex.org/A5000517489,['']
https://openalex.org/A5000517535,['']
https://openalex.org/A5000517670,['']
https://openalex.org/A5000517901,['']
https://openalex.org/A5000519307,['']
https://openalex.org/A5000519433,['']
https://openalex.org/A5000520045,['']
https://openalex.org/A5000520943,['']
https://openalex.org/A5000521219,['']
https://openalex.org/A5000522427,['']
https://openalex.org/A5000522492,['']
https://openalex.org/A5000523666,['']
https://openalex.org/A5000525446,['']
https://openalex.org/A5000525985,['']
https://openalex.org/A5000526022,['']
https://openalex.org/A5000526161,['']
https://openalex.org/A5000526230,['']
https://openalex.org/A5000526734,['']
https://openalex.org/A5000529422,['']
https://openalex.org/A5000530160,['']
https://openalex.org/A5000530292,['']
https://openalex.org/A5000530309,['']
https://openalex.org/A5000530710,['']
https://openalex.org/A5000531486,['']
https://openalex.org/A5000532265,['']
https://openalex.org/A5000532821,['']
https://openalex.org/A5000533797,['']
https://openalex.org/A5000534051,['']
https://openalex.org/A5000534834,['']
https://openalex.org/A5000537579,['']
https://openalex.org/A5000538274,['']
https://openalex.org/A5000539392,['']
https://openalex.org/A5000539572,['']
https://openalex.org/A5000539614,"[""'US'"", '']"
https://openalex.org/A5000540151,['']
https://openalex.org/A5000540671,['']
https://openalex.org/A5000540745,['']
https://openalex.org/A5000541465,['']
https://openalex.org/A5000542209,"[""'FR'""]"
https://openalex.org/A5000543386,['']
https://openalex.org/A5000544070,['']
https://openalex.org/A5000544787,['']
https://openalex.org/A5000545147,['']
https://openalex.org/A5000546083,['']
https://openalex.org/A5000547575,['']
https://openalex.org/A5000548026,['']
https://openalex.org/A5000548042,['']
https://openalex.org/A5000549595,"[""'FR'""]"
https://openalex.org/A5000549702,['']
https://openalex.org/A5000550197,['']
https://openalex.org/A5000550419,['']
