work_id,topic_id,topic_display_name,topic_score,topic_sub_field_display_name,topic_field_display_name,topic_domain_display_name
https://openalex.org/W2756532426,https://openalex.org/T13952,"Education, Technology, and Territorial Intelligence",0.5606,Education,Social Sciences,Social Sciences
https://openalex.org/W2775124259,https://openalex.org/T12119,Not Kept,0.4127,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W2989866132,https://openalex.org/T12396,Not Kept,0.9723,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W2989866132,https://openalex.org/T11435,Symbolic Computing in Algebraic Geometry and Cryptography,0.907,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W3025378965,https://openalex.org/T10824,Shape Matching and Object Recognition,0.9982,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W3025378965,https://openalex.org/T10627,Image Feature Retrieval and Recognition Techniques,0.9933,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W3025378965,https://openalex.org/T11439,Automatic Video Summarization and Analysis,0.9794,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/W3029789729,https://openalex.org/T13033,Role of Social Innovation in Territorial Development,0.3437,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W4206875537,https://openalex.org/T11558,Not Kept,0.9977,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4206875537,https://openalex.org/T11366,Not Kept,0.9965,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4206875537,https://openalex.org/T11646,Not Kept,0.9951,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W4286398995,https://openalex.org/T11074,Not Kept,0.778,Not Kept,Veterinary,Health Sciences
https://openalex.org/W4290571119,https://openalex.org/T11261,Not Kept,0.9709,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W4290571119,https://openalex.org/T12396,Not Kept,0.9256,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4290571119,https://openalex.org/T11187,Dynamics of Synchronization in Complex Networks,0.9111,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W4292264831,https://openalex.org/T13440,Not Kept,0.5036,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4292264831,https://openalex.org/T12169,Not Kept,0.498,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4298330868,https://openalex.org/T11878,Not Kept,0.9785,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W4298330868,https://openalex.org/T11160,Not Kept,0.902,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4309975416,https://openalex.org/T10153,Sociology of Public Action and Professional Practices,0.7079,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4309975416,https://openalex.org/T13152,Multilingual Language Education and Integration,0.6437,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/W4391458073,https://openalex.org/T11573,Risk Perception and Communication in Society,0.665,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4391458073,https://openalex.org/T13099,Not Kept,0.6322,Not Kept,Health Professions,Health Sciences
https://openalex.org/W4391458073,https://openalex.org/T14493,Criminal Procedure and Human Rights,0.6201,Law,Social Sciences,Social Sciences
https://openalex.org/W1599904622,https://openalex.org/T14226,Impact of International Migration on Public Health,0.1089,Health,Social Sciences,Social Sciences
https://openalex.org/W1677860425,https://openalex.org/T10472,Not Kept,0.9894,Not Kept,Engineering,Physical Sciences
https://openalex.org/W1677860425,https://openalex.org/T10781,Not Kept,0.9827,Not Kept,Engineering,Physical Sciences
https://openalex.org/W1677860425,https://openalex.org/T10377,Not Kept,0.975,Not Kept,Engineering,Physical Sciences
https://openalex.org/W1737838124,https://openalex.org/T10312,Not Kept,0.9589,Not Kept,Health Professions,Health Sciences
https://openalex.org/W1737838124,https://openalex.org/T13564,Public Policy Analysis and Higher Education in Brazil,0.9181,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W2262966019,https://openalex.org/T11475,Territorial Governance and Environmental Participation,0.994,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W2262966019,https://openalex.org/T13070,Not Kept,0.992,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W2262966019,https://openalex.org/T13753,Cultural Diversity in Global Industries,0.9796,Cultural Studies,Social Sciences,Social Sciences
https://openalex.org/W2586325688,https://openalex.org/T11850,Not Kept,0.9697,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2586325688,https://openalex.org/T10033,Not Kept,0.9673,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2586325688,https://openalex.org/T10687,Not Kept,0.9206,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2613186550,https://openalex.org/T10551,Not Kept,0.9958,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2613186550,https://openalex.org/T12288,Distributed Coordination in Online Robotics Research,0.9826,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/W2613186550,https://openalex.org/T11125,Modeling and Control of Petri Nets in Systems,0.9642,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/W2626854520,https://openalex.org/T13434,Not Kept,0.1178,Not Kept,Medicine,Health Sciences
https://openalex.org/W2739890937,https://openalex.org/T10201,Speech Recognition Technology,0.9957,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/W2739890937,https://openalex.org/T10860,Speech Enhancement Techniques,0.9954,Signal Processing,Computer Science,Physical Sciences
https://openalex.org/W2739890937,https://openalex.org/T13996,Not Kept,0.9938,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W2741228924,https://openalex.org/T13164,Not Kept,0.4663,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2743236302,https://openalex.org/T13033,Role of Social Innovation in Territorial Development,0.7882,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W2743236302,https://openalex.org/T10153,Sociology of Public Action and Professional Practices,0.7159,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W2762197278,https://openalex.org/T13099,Not Kept,0.4112,Not Kept,Health Professions,Health Sciences
https://openalex.org/W2784758461,https://openalex.org/T14149,Not Kept,0.9294,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W3044360642,https://openalex.org/T12238,Not Kept,0.4821,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3044360642,https://openalex.org/T12224,Not Kept,0.4288,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3139078043,https://openalex.org/T12256,Not Kept,0.99,Not Kept,Psychology,Social Sciences
https://openalex.org/W3139078043,https://openalex.org/T10121,Not Kept,0.9603,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3139078043,https://openalex.org/T11692,Not Kept,0.9444,Not Kept,Health Professions,Health Sciences
https://openalex.org/W3172272695,https://openalex.org/T13405,Not Kept,0.9303,Not Kept,Decision Sciences,Social Sciences
https://openalex.org/W4285053842,https://openalex.org/T11203,Israeli-Palestinian Conflict and Ethnic Identity in Israel,0.7107,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4285053842,https://openalex.org/T13784,Contemporary American Jewish Identity Studies,0.7104,Demography,Social Sciences,Social Sciences
https://openalex.org/W4287898708,https://openalex.org/T12170,Not Kept,0.7899,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4287898708,https://openalex.org/T14500,Not Kept,0.7609,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4287898708,https://openalex.org/T12504,Not Kept,0.7058,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4293406533,https://openalex.org/T10943,Not Kept,0.9969,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4293406533,https://openalex.org/T13849,Not Kept,0.9955,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4293406533,https://openalex.org/T10141,Not Kept,0.9909,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4297944255,https://openalex.org/T14117,Not Kept,0.9359,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4297944255,https://openalex.org/T10188,Not Kept,0.9206,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4299688930,https://openalex.org/T10757,Volunteered Geographic Information and Geospatial Crowdsourcing,0.9307,"Geography, Planning and Development",Social Sciences,Social Sciences
https://openalex.org/W4302234954,https://openalex.org/T11020,Not Kept,0.9943,Not Kept,Immunology and Microbiology,Life Sciences
https://openalex.org/W4302357106,https://openalex.org/T12120,Not Kept,0.086,Not Kept,Environmental Science,Physical Sciences
https://openalex.org/W4302357106,https://openalex.org/T10640,Not Kept,0.0842,Not Kept,Chemistry,Physical Sciences
https://openalex.org/W4302357106,https://openalex.org/T11710,Not Kept,0.0816,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4319047934,https://openalex.org/T10809,Not Kept,0.9864,Not Kept,Health Professions,Health Sciences
https://openalex.org/W4319047934,https://openalex.org/T13315,Not Kept,0.9722,Not Kept,Health Professions,Health Sciences
https://openalex.org/W4366604197,https://openalex.org/T12674,Not Kept,0.8891,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4388279783,https://openalex.org/T11474,Evolution and Impacts of Event Tourism,0.7954,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4388279783,https://openalex.org/T11793,Not Kept,0.762,Not Kept,Psychology,Social Sciences
https://openalex.org/W4388279783,https://openalex.org/T12798,Changing Geographies of Religion in Modernity,0.7226,"Geography, Planning and Development",Social Sciences,Social Sciences
https://openalex.org/W1648924356,https://openalex.org/T11430,Not Kept,0.9986,Not Kept,Health Professions,Health Sciences
https://openalex.org/W1648924356,https://openalex.org/T10376,Not Kept,0.9926,Not Kept,Psychology,Social Sciences
https://openalex.org/W1648924356,https://openalex.org/T10994,Terrorism and Radicalization Studies,0.9855,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W1544139659,https://openalex.org/T12363,Distance Education in Research and Legislation,0.9764,Education,Social Sciences,Social Sciences
https://openalex.org/W1544139659,https://openalex.org/T13315,Not Kept,0.9661,Not Kept,Health Professions,Health Sciences
https://openalex.org/W1544139659,https://openalex.org/T11530,Not Kept,0.9481,Not Kept,Decision Sciences,Social Sciences
https://openalex.org/W1591148876,https://openalex.org/T11367,Not Kept,0.9981,Not Kept,Engineering,Physical Sciences
https://openalex.org/W1591148876,https://openalex.org/T10559,Not Kept,0.9904,Not Kept,Engineering,Physical Sciences
https://openalex.org/W1591148876,https://openalex.org/T11175,Not Kept,0.9797,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W2417250767,https://openalex.org/T11663,Not Kept,0.8956,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W2417250767,https://openalex.org/T12309,Not Kept,0.8572,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2417250767,https://openalex.org/T11517,Not Kept,0.8344,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2508405722,https://openalex.org/T13978,Impact of Distance Education on Learning and Achievement,0.9853,Education,Social Sciences,Social Sciences
https://openalex.org/W2508405722,https://openalex.org/T13016,Integration of Cloud Technologies in Education,0.9812,Information Systems,Computer Science,Physical Sciences
https://openalex.org/W2508405722,https://openalex.org/T12408,Digital Transformation in Higher Education,0.9765,Information Systems,Computer Science,Physical Sciences
https://openalex.org/W2625704128,https://openalex.org/T13129,Not Kept,0.9991,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W2625704128,https://openalex.org/T13267,Not Kept,0.9628,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2625704128,https://openalex.org/T10806,Not Kept,0.9523,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2736128355,https://openalex.org/T13033,Role of Social Innovation in Territorial Development,0.5911,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W3044601136,https://openalex.org/T10338,Not Kept,0.688,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3044601136,https://openalex.org/T12784,Not Kept,0.685,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3044601136,https://openalex.org/T10369,Not Kept,0.6771,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4298058783,https://openalex.org/T13033,Role of Social Innovation in Territorial Development,0.1029,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W4376601328,https://openalex.org/T10441,Not Kept,0.996,Not Kept,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W4387998091,https://openalex.org/T10356,Not Kept,0.6833,Not Kept,Dentistry,Health Sciences
https://openalex.org/W4387998091,https://openalex.org/T11363,Not Kept,0.6763,Not Kept,Dentistry,Health Sciences
https://openalex.org/W1567631748,https://openalex.org/T11988,Not Kept,0.8009,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2200025348,https://openalex.org/T12051,Not Kept,0.9426,Not Kept,Psychology,Social Sciences
https://openalex.org/W2200025348,https://openalex.org/T13070,Not Kept,0.9409,Not Kept,Arts and Humanities,Social Sciences
https://openalex.org/W2586275659,https://openalex.org/T13116,Not Kept,0.997,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2586275659,https://openalex.org/T13682,Not Kept,0.987,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2586275659,https://openalex.org/T11283,Not Kept,0.9652,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3041460036,https://openalex.org/T10031,Not Kept,0.9354,Not Kept,Immunology and Microbiology,Life Sciences
https://openalex.org/W3041460036,https://openalex.org/T11020,Not Kept,0.9224,Not Kept,Immunology and Microbiology,Life Sciences
https://openalex.org/W3206203224,https://openalex.org/T13112,Not Kept,0.9881,Not Kept,Medicine,Health Sciences
https://openalex.org/W3206203224,https://openalex.org/T12877,Social Science and Human Behavior Studies,0.9362,General Social Sciences,Social Sciences,Social Sciences
https://openalex.org/W3206203224,https://openalex.org/T13829,Not Kept,0.9097,Not Kept,Psychology,Social Sciences
https://openalex.org/W4287556469,https://openalex.org/T12496,Not Kept,0.9704,Not Kept,Psychology,Social Sciences
https://openalex.org/W4287556469,https://openalex.org/T11692,Not Kept,0.9211,Not Kept,Health Professions,Health Sciences
https://openalex.org/W4287556469,https://openalex.org/T12032,Not Kept,0.9122,Not Kept,Psychology,Social Sciences
https://openalex.org/W4289800642,https://openalex.org/T10794,Politics of Islamic Reform in Middle East,0.9752,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4289800642,https://openalex.org/T13634,Media Influence on Middle Eastern Politics,0.9639,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4289800642,https://openalex.org/T11783,Transformation of Political Landscape in Turkey,0.9446,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4381946296,https://openalex.org/T12674,Not Kept,0.9954,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4381946296,https://openalex.org/T13396,Not Kept,0.9831,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4381946296,https://openalex.org/T10098,Not Kept,0.9349,Not Kept,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W1506636268,https://openalex.org/T11858,Urban Geography and Social Development in Brazil,0.8311,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W1528479677,https://openalex.org/T10692,Not Kept,0.5505,Not Kept,Environmental Science,Physical Sciences
https://openalex.org/W1528479677,https://openalex.org/T12950,Learning Environments in Education,0.536,Education,Social Sciences,Social Sciences
https://openalex.org/W1528479677,https://openalex.org/T12681,Not Kept,0.4826,Not Kept,Health Professions,Health Sciences
https://openalex.org/W1645778975,https://openalex.org/T10466,Not Kept,0.6375,Not Kept,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/W1918152189,https://openalex.org/T10641,Not Kept,0.9821,Not Kept,Health Professions,Health Sciences
https://openalex.org/W2233154282,https://openalex.org/T10325,Not Kept,0.9931,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W2233154282,https://openalex.org/T12004,Not Kept,0.9833,Not Kept,Physics and Astronomy,Physical Sciences
https://openalex.org/W2233154282,https://openalex.org/T11367,Not Kept,0.9603,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2259622627,https://openalex.org/T12363,Distance Education in Research and Legislation,0.8812,Education,Social Sciences,Social Sciences
https://openalex.org/W2259622627,https://openalex.org/T11530,Not Kept,0.8196,Not Kept,Decision Sciences,Social Sciences
https://openalex.org/W2548368041,https://openalex.org/T12362,Not Kept,0.9979,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2548368041,https://openalex.org/T11557,Not Kept,0.991,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2548368041,https://openalex.org/T10810,Not Kept,0.9897,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W2597078553,https://openalex.org/T10846,Not Kept,0.9989,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2597078553,https://openalex.org/T10767,Not Kept,0.9973,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2597078553,https://openalex.org/T10232,Not Kept,0.9971,Not Kept,Engineering,Physical Sciences
https://openalex.org/W3183376586,https://openalex.org/T13033,Role of Social Innovation in Territorial Development,0.8553,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/W3183376586,https://openalex.org/T13888,Social Equity and Public Policy Analysis,0.7761,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4322614799,https://openalex.org/T13234,Not Kept,0.9557,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4322614799,https://openalex.org/T10288,Not Kept,0.952,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4322614799,https://openalex.org/T12037,Not Kept,0.9376,Not Kept,Mathematics,Physical Sciences
https://openalex.org/W4376634988,https://openalex.org/T12670,Cultural Landscape and Tourism Development,0.6398,Cultural Studies,Social Sciences,Social Sciences
https://openalex.org/W4376635056,https://openalex.org/T12641,Not Kept,0.8121,Not Kept,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2289108265,https://openalex.org/T11242,Not Kept,0.9993,Not Kept,Materials Science,Physical Sciences
https://openalex.org/W2289108265,https://openalex.org/T10597,Not Kept,0.9989,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2289108265,https://openalex.org/T13923,Not Kept,0.9941,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2621530858,https://openalex.org/T11114,Not Kept,0.9987,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2621530858,https://openalex.org/T10703,Not Kept,0.9898,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2621530858,https://openalex.org/T10679,QoS-Aware Web Services Composition and Semantic Matching,0.9762,Information Systems,Computer Science,Physical Sciences
https://openalex.org/W2626093237,https://openalex.org/T10876,Not Kept,0.9963,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2626093237,https://openalex.org/T10220,Not Kept,0.9904,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2626093237,https://openalex.org/T11372,Not Kept,0.99,Not Kept,Engineering,Physical Sciences
https://openalex.org/W4387998074,https://openalex.org/T12363,Distance Education in Research and Legislation,0.8293,Education,Social Sciences,Social Sciences
https://openalex.org/W4387998074,https://openalex.org/T11006,Not Kept,0.8107,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2725782977,https://openalex.org/T10539,Not Kept,0.9982,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2725782977,https://openalex.org/T10328,Not Kept,0.9972,Not Kept,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2725782977,https://openalex.org/T12709,Not Kept,0.9932,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2734469163,https://openalex.org/T11081,Not Kept,0.9988,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2734469163,https://openalex.org/T14083,Not Kept,0.984,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2734469163,https://openalex.org/T11236,Not Kept,0.9785,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2182752125,https://openalex.org/T10001,Not Kept,0.9983,Not Kept,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/W2182752125,https://openalex.org/T10413,Not Kept,0.997,Not Kept,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/W2182752125,https://openalex.org/T10110,Not Kept,0.984,Not Kept,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/W2621737080,https://openalex.org/T12495,Not Kept,0.9928,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2621737080,https://openalex.org/T11444,Not Kept,0.9858,Not Kept,Engineering,Physical Sciences
https://openalex.org/W2621737080,https://openalex.org/T10558,Not Kept,0.9797,Not Kept,Engineering,Physical Sciences
